Date Saved,2022/06/19 09:29:43
Spectral Data 573[nm],0.025455811992
Spectral Data 574[nm],0.026328064501
Spectral Data 575[nm],0.027168564498
Spectral Data 576[nm],0.027936352417
Spectral Data 577[nm],0.028608806431
Spectral Data 578[nm],0.029175171629
Spectral Data 579[nm],0.029624968767
Spectral Data 580[nm],0.029947772622
Spectral Data 581[nm],0.030140211806
Spectral Data 582[nm],0.030210098252
Spectral Data 583[nm],0.030166096985
Spectral Data 584[nm],0.030016876757
Spectral Data 585[nm],0.029776185751
Spectral Data 586[nm],0.029478106648
Spectral Data 587[nm],0.029161805287
Spectral Data 588[nm],0.028866451234
Spectral Data 589[nm],0.028628740460
Spectral Data 590[nm],0.028455354273
Spectral Data 591[nm],0.028333907947
Spectral Data 592[nm],0.028251765296
Spectral Data 593[nm],0.028196437284
Spectral Data 594[nm],0.028161147609
Spectral Data 595[nm],0.028146531433
Spectral Data 596[nm],0.028153721243
Spectral Data 597[nm],0.028183856979
Spectral Data 598[nm],0.028242314234
Spectral Data 599[nm],0.028345990926
Spectral Data 600[nm],0.028513738886
Spectral Data 601[nm],0.028764404356
Spectral Data 602[nm],0.029113307595
Spectral Data 603[nm],0.029554717243
Spectral Data 604[nm],0.030074859038
Spectral Data 605[nm],0.030659928918
Spectral Data 606[nm],0.031295515597
Spectral Data 607[nm],0.031958654523
Spectral Data 608[nm],0.032619420439
Spectral Data 609[nm],0.033247612417
Spectral Data 610[nm],0.033813111484
Spectral Data 611[nm],0.034290570766
Spectral Data 612[nm],0.034662567079
Spectral Data 613[nm],0.034912403673
Spectral Data 614[nm],0.035023383796
Spectral Data 615[nm],0.034988515079
Spectral Data 616[nm],0.034835234284
Spectral Data 617[nm],0.034598596394
Spectral Data 618[nm],0.034313671291
Spectral Data 619[nm],0.034012939781
Spectral Data 620[nm],0.033707920462
Spectral Data 621[nm],0.033399894834
Spectral Data 622[nm],0.033090088516
Spectral Data 623[nm],0.032779607922
Spectral Data 624[nm],0.032466426492
Spectral Data 625[nm],0.032145384699
Spectral Data 626[nm],0.031811211258
Spectral Data 627[nm],0.031458616257
