Date Saved,2022/06/19 09:29:46
Spectral Data 613[nm],0.032088961452
Spectral Data 614[nm],0.030899846926
Spectral Data 615[nm],0.028852596879
Spectral Data 616[nm],0.026223611087
Spectral Data 617[nm],0.023333519697
Spectral Data 618[nm],0.020502950996
Spectral Data 619[nm],0.018027288839
Spectral Data 620[nm],0.015996275470
Spectral Data 621[nm],0.014399453066
Spectral Data 622[nm],0.013225693256
Spectral Data 623[nm],0.012461200356
Spectral Data 624[nm],0.012026349083
Spectral Data 625[nm],0.011775680818
Spectral Data 626[nm],0.011561073363
Spectral Data 627[nm],0.011234772392
Spectral Data 628[nm],0.010709419847
Spectral Data 629[nm],0.010025070049
Spectral Data 630[nm],0.009237957187
Spectral Data 631[nm],0.008404314518
Spectral Data 632[nm],0.007574851625
Spectral Data 633[nm],0.006765616592
Spectral Data 634[nm],0.005984582007
Spectral Data 635[nm],0.005239790305
Spectral Data 636[nm],0.004542239942
Spectral Data 637[nm],0.003905166406
Spectral Data 638[nm],0.003345337464
Spectral Data 639[nm],0.002879818901
Spectral Data 640[nm],0.002521860646
Spectral Data 641[nm],0.002264691051
Spectral Data 642[nm],0.002094995230
Spectral Data 643[nm],0.001999455038
Spectral Data 644[nm],0.001964729512
Spectral Data 645[nm],0.001977375709
Spectral Data 646[nm],0.002023920882
Spectral Data 647[nm],0.002090891823
Spectral Data 648[nm],0.002165528713
Spectral Data 649[nm],0.002238292247
Spectral Data 650[nm],0.002300403547
Spectral Data 651[nm],0.002343084430
Spectral Data 652[nm],0.002360105049
Spectral Data 653[nm],0.002354202094
Spectral Data 654[nm],0.002330121351
Spectral Data 655[nm],0.002292608144
Spectral Data 656[nm],0.002245534910
Spectral Data 657[nm],0.002190020634
Spectral Data 658[nm],0.002126643900
Spectral Data 659[nm],0.002055984456
Spectral Data 660[nm],0.001979022054
Spectral Data 661[nm],0.001897845068
Spectral Data 662[nm],0.001814739313
Spectral Data 663[nm],0.001731987926
Spectral Data 664[nm],0.001651472645
Spectral Data 665[nm],0.001574125374
Spectral Data 666[nm],0.001500726677
Spectral Data 667[nm],0.001431977027
Spectral Data 668[nm],0.001368404017
Spectral Data 669[nm],0.001310992404
Spectral Data 670[nm],0.001260415651
Spectral Data 671[nm],0.001217347337
Spectral Data 672[nm],0.001182275941
Spectral Data 673[nm],0.001155993668
Spectral Data 674[nm],0.001139116706
Spectral Data 675[nm],0.001132256002
Spectral Data 676[nm],0.001135950442
Spectral Data 677[nm],0.001149783493
Spectral Data 678[nm],0.001172659104
Spectral Data 679[nm],0.001203466207
Spectral Data 680[nm],0.001241082442
Spectral Data 681[nm],0.001283386373
Spectral Data 682[nm],0.001326517668
Spectral Data 683[nm],0.001366441837
Spectral Data 684[nm],0.001399123925
Spectral Data 685[nm],0.001420968096
Spectral Data 686[nm],0.001430573990
Spectral Data 687[nm],0.001427144045
Spectral Data 688[nm],0.001409879653
Spectral Data 689[nm],0.001378038665
Spectral Data 690[nm],0.001331448671
Spectral Data 691[nm],0.001270363806
Spectral Data 692[nm],0.001195056830
Spectral Data 693[nm],0.001105852658
Spectral Data 694[nm],0.001007862971
Spectral Data 695[nm],0.000914764707
Spectral Data 696[nm],0.000841123518
Spectral Data 697[nm],0.000801504997
Spectral Data 698[nm],0.000808913843
Spectral Data 699[nm],0.000868877105
Spectral Data 700[nm],0.000984685146
Spectral Data 701[nm],0.001159627922
Spectral Data 702[nm],0.001396048116
Spectral Data 703[nm],0.001682112925
Spectral Data 704[nm],0.001995077124
Spectral Data 705[nm],0.002311914694
Spectral Data 706[nm],0.002608227311
Spectral Data 707[nm],0.002861686284
Spectral Data 708[nm],0.003062690608
Spectral Data 709[nm],0.003198334249
Spectral Data 710[nm],0.003255526070
Spectral Data 711[nm],0.003227285575
Spectral Data 712[nm],0.003118480323
Spectral Data 713[nm],0.002934433287
Spectral Data 714[nm],0.002680647885
Spectral Data 715[nm],0.002370320028
Spectral Data 716[nm],0.002026662230
Spectral Data 717[nm],0.001673528459
Spectral Data 718[nm],0.001334592700
Spectral Data 719[nm],0.001027934719
Spectral Data 720[nm],0.000766039011
Spectral Data 721[nm],0.000561211258
Spectral Data 722[nm],0.000424495025
Spectral Data 723[nm],0.000348777365
Spectral Data 724[nm],0.000313330791
Spectral Data 725[nm],0.000297097926
Spectral Data 726[nm],0.000280570093
Spectral Data 727[nm],0.000259156397
Spectral Data 728[nm],0.000236603752
Spectral Data 729[nm],0.000216750224
Spectral Data 730[nm],0.000202805546
Spectral Data 731[nm],0.000193758664
Spectral Data 732[nm],0.000186860445
Spectral Data 733[nm],0.000179356284
Spectral Data 734[nm],0.000169173218
Spectral Data 735[nm],0.000157503426
Spectral Data 736[nm],0.000146515769
Spectral Data 737[nm],0.000138379459
Spectral Data 738[nm],0.000134416317
Spectral Data 739[nm],0.000132998612
Spectral Data 740[nm],0.000131872745
Spectral Data 741[nm],0.000128787942
Spectral Data 742[nm],0.000122484009
Spectral Data 743[nm],0.000114233801
Spectral Data 744[nm],0.000105716448
Spectral Data 745[nm],0.000098603537
Spectral Data 746[nm],0.000093737901
Spectral Data 747[nm],0.000090396425
Spectral Data 748[nm],0.000087681998
Spectral Data 749[nm],0.000084714018
Spectral Data 750[nm],0.000081382881
Spectral Data 751[nm],0.000078663135
Spectral Data 752[nm],0.000077610712
Spectral Data 753[nm],0.000079235571
Spectral Data 754[nm],0.000083384504
Spectral Data 755[nm],0.000088678775
Spectral Data 756[nm],0.000093681178
Spectral Data 757[nm],0.000096941782
Spectral Data 758[nm],0.000096635747
Spectral Data 759[nm],0.000090648668
Spectral Data 760[nm],0.000076865632
Spectral Data 761[nm],0.000053780681
Spectral Data 762[nm],0.000026080503
Spectral Data 763[nm],0.000002231965
Spectral Data 764[nm],0.000000000000
Spectral Data 765[nm],0.000000000000
Spectral Data 766[nm],0.000030834584
Spectral Data 767[nm],0.000084831590
Spectral Data 768[nm],0.000161496981
Spectral Data 769[nm],0.000257198146
Spectral Data 770[nm],0.000349159323
Spectral Data 771[nm],0.000408346765
Spectral Data 772[nm],0.000405723200
Spectral Data 773[nm],0.000323655288
Spectral Data 774[nm],0.000187470374
Spectral Data 775[nm],0.000032609154
Spectral Data 776[nm],0.000000000000
Spectral Data 777[nm],0.000000000000
Spectral Data 778[nm],0.000000000000
Spectral Data 779[nm],0.000000000000
Spectral Data 780[nm],0.000000000000

TM-30 Color Vector Graphic,Reference Illuminant x,Reference Illuminant y,Measured Illuminant x,Measured Illuminant y
bin1,0.9726788,0.2321548,0.9107825,0.1827918
bin2,0.7988437,0.6015386,0.8068358,0.5897382
bin3,0.565913,0.824465,0.494148,0.8397756
bin4,0.1572933,0.9875519,0.0213535,1.05345
bin5,-0.1473856,0.9890791,-0.262977,1.071797
bin6,-0.5436961,0.8392822,-0.5959468,0.9044036
bin7,-0.8621051,0.5067294,-0.8120166,0.5852847
bin8,-0.9933458,0.1151701,-0.950699,0.1759904
bin9,-0.9857683,-0.1681097,-0.928424,-0.1136749
bin10,-0.8656495,-0.5006506,-0.6896213,-0.5357476
bin11,-0.5873899,-0.809304,-0.4283684,-0.8398177
bin12,-0.3179649,-0.9481025,-0.2426678,-0.992915
bin13,0.1624256,-0.9867208,0.1418262,-1.066188
bin14,0.4395256,-0.8982301,0.5652115,-0.9148126
bin15,0.8133661,-0.5817522,0.8148564,-0.6571253
bin16,0.978835,-0.2046508,0.980354,-0.2951714
